1237652946382749732;-99.0;-99.0;179.36300905982904
1237652946386092135;-99.0;-99.0;222.92259697435898
1237653651843448852;-99.0;-99.0;133.24109244444443
1237670955177082930;-99.0;-99.0;137.51164027920225
1237666407381467182;-99.0;-99.0;95.66027149857548
1237653472514605178;-99.0;-99.0;229.7554735099715
1237662499469721670;-99.0;-99.0;286.5537597122507
1237652900231643201;-99.0;-99.0;52.52773836752136
1237661055281725850;-99.0;-99.0;75.16164189173789
1237664837535858925;-99.0;-99.0;50.81951923361823
1237667107962880058;-99.0;-99.0;66.62054622222222
1237663789574586519;-99.0;-99.0;55.51712185185185
1237657775009366084;-99.0;-99.0;48.25719053276352
1237664105776676974;-99.0;-99.0;72.5993131908832
1237664880488677655;-99.0;-99.0;641.009229997151
1237667429559500919;-99.0;-99.0;53.80890271794871
1237660585516007475;-99.0;-99.0;77.7239705925926
1237664668970057805;-99.0;-99.0;73.02636797435898
1237651272959197261;-99.0;-99.0;490.68594621367515
1237660637072130085;-99.0;-99.0;93.52499758119657
1237655465912762624;-99.0;-99.0;67.047601005698
1237660613437685790;-99.0;-99.0;90.1085593133903
1237661352167407673;-99.0;-99.0;212.24622738746436
1237657590857269382;-99.0;-99.0;82.84862799430199
1237667735041474588;-99.0;-99.0;128.11643504273502
1237667446727770265;-99.0;-99.0;47.40308096581197
1237668623547957367;-99.0;-99.0;93.52499758119657
1237661813886222851;-99.0;-99.0;213.52739173789175
1237661972796997669;-99.0;-99.0;526.558548025641
1237661811739525358;-99.0;-99.0;1232.9071598945868
1237661817632588332;-99.0;-99.0;406.55615386894584
1237665331465027589;-99.0;-99.0;185.76883081196578
1237654600483209531;-99.0;-99.0;436.87704349572647
1237661387606458476;-99.0;-99.0;48.25719053276352
1237665180061335571;-99.0;-99.0;275.4503353418803
1237648702984093714;-99.0;-99.0;98.64965498290597
1237665566611669257;-99.0;-99.0;70.46403927350427
1237661387075747907;-99.0;-99.0;147.76095508262108
1237651822707081242;-99.0;-99.0;582.0756698774928
1237662307810213986;-99.0;-99.0;143.06335246438746
1237659326565777565;-99.0;-99.0;143.06335246438746
1237656242233409639;-99.0;-99.0;112.31540805413104
1237653438155128872;-99.0;-99.0;200.7157482336182
1237660962934227027;-99.0;-99.0;201.5698578005698
1237668348668936416;-99.0;-99.0;110.6071889202279
